"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1978","Bucky Dent","Yankees","123","379","415","92","75","11","1","5","40","40","23","24","3","1",".243",".286",".317",".603","2.5","1003212"
"1964","Mike Hershberger","White Sox","141","452","510","104","84","15","3","2","55","31","48","47","8","6",".230",".308",".290",".598","0.4","1005740"
"2012","Jemile Weeks","Athletics","118","444","511","98","73","15","8","2","54","20","50","70","16","5",".221",".305",".304",".609","-0.2","2498"
"1976","Robin Yount","Brewers","161","638","690","161","137","19","3","2","59","54","38","69","16","11",".252",".292",".301",".593","1.1","1014396"
"2001","Cal Ripken","Orioles","128","477","516","114","84","16","0","14","43","68","26","63","0","2",".239",".276",".361",".637","-0.5","1010978"
"1990","Felix Fermin","Indians","148","414","458","106","90","13","2","1","47","40","26","22","3","3",".256",".297",".304",".601","0.6","1003991"
"2001","Dee Brown","Royals","106","380","406","93","67","19","0","7","39","40","22","81","5","3",".245",".286",".350",".636","-1.1","593"
"1974","Gary Sutherland","Tigers","149","619","652","157","131","20","1","5","60","49","26","37","1","3",".254",".282",".313",".596","-0.7","1012739"
"2018","Martin Maldonado","- - -","119","373","404","84","56","18","1","9","39","44","16","98","0","1",".225",".276",".351",".627","1.9","6887"
"1983","John Wathan","Royals","128","437","469","107","84","18","3","2","49","32","27","56","28","7",".245",".289",".314",".603","0.3","1013666"
"1950","Sam Dente","Senators","155","603","654","144","117","20","5","2","56","59","39","19","1","1",".239",".286",".299",".585","-1.9","1003214"
"1967","Charley Smith","Yankees","135","425","465","95","68","15","3","9","38","38","32","110","0","2",".224",".278",".336",".614","1.1","1012112"
"1970","Sandy Alomar","Angels","162","672","735","169","147","18","2","2","82","36","49","65","35","12",".251",".302",".293",".596","2.1","1000176"
"1989","Cory Snyder","Indians","132","489","518","105","70","17","0","18","49","59","23","134","6","5",".215",".251",".360",".611","-0.3","1012244"
"1974","Mickey Stanley","Tigers","99","394","427","87","64","13","2","8","40","34","26","63","5","3",".221",".270",".325",".594","-0.2","1012415"
"1974","Dave May","Brewers","135","477","515","108","82","15","1","10","56","42","28","72","4","3",".226",".273",".325",".598","-0.3","1008292"
"1966","George Smith","Red Sox","128","403","447","86","55","19","4","8","41","37","37","86","4","0",".213",".283",".340",".622","-1.2","1012146"
"1937","Jackie Hayes","White Sox","143","573","631","131","98","27","4","2","63","79","41","37","1","6",".229",".282",".300",".583","-0.3","1005528"
"1992","Gary Gaetti","Angels","130","456","486","103","76","13","2","12","41","48","21","79","3","1",".226",".267",".342",".610","-1.1","1004422"
"1943","John Sullivan","Senators","134","456","525","95","80","12","2","1","49","55","57","59","6","2",".208",".298",".250",".548","0.6","1012702"
"1958","Tony Kubek","Yankees","138","559","597","148","124","21","1","2","66","48","25","57","5","4",".265",".295",".317",".612","1.9","1007188"
"1962","Chuck Schilling","Red Sox","119","413","455","95","70","17","1","7","48","35","29","48","1","0",".230",".286",".327",".613","-0.1","1011560"
"2011","Chris Getz","Royals","118","380","429","97","88","6","3","0","50","26","30","45","21","7",".255",".313",".287",".600","0.6","3388"
"1983","Rick Manning","- - -","158","569","615","140","112","20","4","4","60","43","38","62","18","6",".246",".292",".316",".609","0.0","1008068"
"2018","JaCoby Jones","Tigers","129","429","467","89","50","22","6","11","54","34","24","142","13","5",".207",".266",".364",".630","1.2","14818"
"1963","Nellie Fox","White Sox","137","539","582","140","119","19","0","2","54","42","24","17","0","2",".260",".299",".306",".605","1.1","1004281"
"1988","Ozzie Guillen","White Sox","156","566","606","148","125","16","7","0","58","39","25","40","25","13",".261",".294",".314",".608","2.8","1005125"
"1998","Sandy Alomar Jr.","Indians","117","409","438","96","62","26","2","6","45","44","18","45","0","3",".235",".270",".352",".622","0.0","221"
"1964","Dalton Jones","Red Sox","118","374","401","86","60","16","4","6","37","39","22","38","6","3",".230",".274",".342",".616","-1.3","1006546"
"1992","Brian McRae","Royals","149","533","592","119","87","23","5","4","63","52","42","88","18","5",".223",".285",".308",".593","-0.7","1008686"
"2012","Dustin Ackley","Mariners","153","607","668","137","101","22","2","12","84","50","59","124","13","3",".226",".294",".328",".622","2.1","10099"
"1982","Todd Cruz","Mariners","136","492","519","113","75","20","2","16","44","57","12","95","2","10",".230",".246",".376",".622","0.1","1002844"
"2014","Nick Swisher","Indians","97","360","401","75","47","20","0","8","33","42","36","111","0","0",".208",".278",".331",".608","-1.8","4599"
"1955","George Strickland","Indians","130","388","455","81","65","9","5","2","34","34","49","60","1","0",".209",".302",".273",".575","0.1","1012615"
"1964","Tony Kubek","Yankees","106","415","447","95","68","16","3","8","46","31","26","55","4","1",".229",".275",".340",".615","2.0","1007188"
"1952","Johnny Lipon","- - -","118","370","432","78","63","12","3","0","42","30","48","26","4","2",".211",".301",".259",".561","-0.1","1007645"
"2009","Yuniesky Betancourt","- - -","134","470","508","115","83","20","6","6","40","49","21","44","3","3",".245",".274",".351",".625","-2.4","8585"
"1971","Toby Harrah","Senators","127","383","428","88","72","11","3","2","45","22","40","48","10","9",".230",".300",".290",".590","-0.3","1005384"
"1968","John Donaldson","Athletics","127","363","419","80","67","9","2","2","37","27","45","44","5","5",".220",".307",".273",".579","1.3","1003378"
"1967","Paul Casanova","Senators","141","528","551","131","102","19","1","9","47","53","17","65","1","1",".248",".273",".339",".612","1.9","1002030"
"2014","Gordon Beckham","- - -","127","446","483","101","65","27","0","9","53","44","22","81","3","0",".226",".271",".348",".618","-0.2","9015"
"1968","Paul Blair","Orioles","141","421","467","89","59","22","1","7","48","38","37","60","4","2",".211",".277",".318",".595","2.0","1001031"
"1966","Jerry Adair","- - -","122","422","460","105","80","19","2","4","30","39","21","52","3","2",".249",".282",".332",".614","2.2","1000038"
"1965","Bobby Richardson","Yankees","160","664","713","164","128","28","2","6","76","47","37","39","7","5",".247",".287",".322",".609","-0.5","1010903"
"1957","Rocky Bridges","Senators","120","391","446","89","67","17","2","3","40","47","40","32","0","2",".228",".298",".304",".603","0.7","1001420"
"1947","Mark Christman","Senators","110","374","412","83","65","15","2","1","27","33","32","16","4","4",".222",".287",".281",".568","-0.7","1002218"
"2013","Pedro Florimon","Twins","134","403","446","89","63","17","0","9","44","44","33","115","15","6",".221",".281",".330",".611","1.4","8385"
"1974","Dave Nelson","Rangers","121","474","526","112","95","13","1","3","71","42","34","72","25","13",".236",".291",".287",".578","-0.2","1009499"
"1965","Ken Berry","White Sox","157","472","518","103","70","17","4","12","51","42","28","96","4","2",".218",".268",".347",".615","1.1","1000908"
"1973","Aurelio Rodriguez","Tigers","160","555","599","123","84","27","3","9","46","58","31","85","3","1",".222",".266",".330",".596","-0.2","1011100"
"1975","Frank Duffy","Indians","146","482","521","117","92","22","2","1","44","47","27","60","10","10",".243",".283",".303",".586","2.2","1003532"
"1993","Craig Paquette","Athletics","105","393","409","86","50","20","4","12","35","46","14","108","4","2",".219",".245",".382",".627","0.1","484"
"1964","Jerry Adair","Orioles","155","569","605","141","109","20","3","9","56","47","28","72","3","2",".248",".283",".341",".624","1.4","1000038"
"1982","Enos Cabell","Tigers","125","464","484","121","99","17","3","2","45","37","15","48","15","6",".261",".284",".323",".608","-0.5","1001804"
"1958","Brooks Robinson","Orioles","145","463","507","110","88","16","3","3","31","32","31","51","1","2",".238",".292",".305",".597","0.5","1011055"
"1995","Benji Gil","Rangers","130","415","454","91","59","20","3","9","36","46","26","147","2","4",".219",".266",".347",".613","0.6","14"
"2017","Rougned Odor","Rangers","162","607","651","124","70","21","3","30","79","75","32","162","15","6",".204",".252",".397",".649","-1.4","12282"
"1990","Al Newman","Twins","144","388","433","94","80","14","0","0","43","30","33","34","13","6",".242",".304",".278",".582","0.9","1009539"
"1988","B.J. Surhoff","Brewers","139","493","541","121","95","21","0","5","47","38","31","49","21","6",".245",".292",".318",".611","0.8","117"
"1971","Luis Aparicio","Red Sox","125","491","541","114","87","23","0","4","56","45","35","43","6","4",".232",".284",".303",".587","-0.8","1000278"
"1996","David Howard","Royals","143","420","485","92","69","14","5","4","51","48","40","74","5","6",".219",".291",".305",".595","0.2","1006075"
"2008","Kenji Johjima","Mariners","112","379","409","86","60","19","0","7","29","39","19","33","2","0",".227",".277",".332",".609","-1.6","5811"
"1964","John Kennedy","Senators","148","482","521","111","84","16","4","7","55","35","29","119","3","3",".230",".280",".324",".604","0.1","1006844"
"1973","Eddie Leon","White Sox","127","399","451","91","75","10","3","3","37","30","34","103","1","5",".228",".291",".291",".582","-1.1","1007539"
"1984","Jackie Gutierrez","Red Sox","151","449","480","118","101","12","3","2","55","29","15","49","12","5",".263",".284",".316",".600","-2.1","1005156"
"1960","Bobby Richardson","Yankees","150","460","507","116","100","12","3","1","45","26","35","19","6","6",".252",".303",".298",".601","-0.1","1010903"
"1982","Miguel Dilone","Indians","104","379","412","89","71","12","3","3","50","25","25","36","33","5",".235",".286",".306",".592","-1.4","1003309"
"1964","Ed Brinkman","Senators","132","447","482","100","69","20","3","8","54","34","26","99","2","2",".224",".271",".336",".606","-0.2","1001438"
"1970","Bobby Knoop","White Sox","130","402","443","92","72","13","2","5","34","36","34","79","0","1",".229",".290",".308",".598","-0.5","1007049"
"1976","Aurelio Rodriguez","Tigers","128","480","514","115","92","13","2","8","40","50","19","61","0","4",".240",".267",".325",".592","-0.3","1011100"
"2012","Casey Kotchman","Indians","142","463","500","106","82","12","0","12","46","55","26","49","3","0",".229",".280",".333",".612","-1.4","1930"
"1976","Dave Chalk","Angels","142","438","512","95","80","14","1","0","39","33","49","62","0","0",".217",".308",".253",".561","1.3","1002114"
"1966","Bobby Richardson","Yankees","149","610","648","153","122","21","3","7","71","42","25","28","6","6",".251",".280",".330",".610","0.6","1010903"
"1954","Billy Hunter","Orioles","125","411","451","100","84","9","5","2","28","27","21","38","5","4",".243",".281",".304",".585","-0.9","1006196"
"2019","Brandon Drury","Blue Jays","120","418","447","91","54","21","1","15","43","41","25","113","0","1",".218",".262",".380",".642","-0.6","11615"
"1942","Bob Kennedy","White Sox","113","412","442","95","72","18","5","0","37","38","22","41","11","7",".231",".270",".299",".568","-0.3","1006835"
"2018","Jonathan Lucroy","Athletics","126","415","454","100","74","21","1","4","41","51","29","65","0","0",".241",".291",".325",".617","0.6","7870"
"1992","Tony Pena","Red Sox","133","410","450","99","76","21","1","1","39","38","24","61","3","2",".241",".284",".305",".589","0.0","1010153"
"1977","Jim Wohlford","Brewers","129","391","422","97","76","16","3","2","41","36","21","49","17","16",".248",".285",".320",".604","-1.4","1014179"
"2014","Kendrys Morales","- - -","98","367","401","80","52","20","0","8","28","42","27","68","0","0",".218",".274",".338",".612","-1.5","8610"
"1966","Tommy McCraw","White Sox","151","389","437","89","64","16","4","5","49","48","29","40","20","11",".229",".288",".329",".617","0.4","1008428"
"1974","Frank Duffy","Indians","158","549","596","128","102","18","0","8","62","48","30","64","7","8",".233",".272",".310",".582","1.7","1003532"
"1938","Boze Berger","White Sox","118","470","523","102","81","15","3","3","60","36","43","80","4","1",".217",".284",".281",".565","-1.8","1000868"
"2015","Alcides Escobar","Royals","148","612","662","157","129","20","5","3","76","47","26","75","17","5",".257",".293",".320",".614","1.5","6310"
"1952","Jim Busby","- - -","145","551","589","130","100","24","4","2","63","47","24","55","5","8",".236",".273",".305",".578","-1.2","1001742"
"2010","Casey Kotchman","Mariners","125","414","457","90","60","20","1","9","37","51","35","57","0","0",".217",".280",".336",".616","-1.7","1930"
"1997","Ozzie Guillen","White Sox","142","490","527","120","89","21","6","4","59","52","22","24","5","3",".245",".275",".337",".612","-2.0","1005125"
"1986","Bob Boone","Angels","144","442","503","98","77","12","2","7","48","49","43","30","1","0",".222",".287",".305",".593","2.0","1001183"
"1969","Jerry Adair","Royals","126","432","461","108","93","9","1","5","29","48","20","36","1","3",".250",".285",".310",".596","-0.6","1000038"
"1980","Julio Cruz","Mariners","119","422","497","88","74","9","3","2","66","16","59","49","45","7",".209",".306",".258",".564","0.3","1002842"
"2001","Darrin Fletcher","Blue Jays","134","416","453","94","63","20","0","11","36","56","24","43","0","1",".226",".274",".353",".628","0.5","1302"
"1965","Mike Hershberger","Athletics","150","494","541","114","89","15","5","5","43","48","37","42","7","3",".231",".289",".312",".601","-1.2","1005740"
"1934","Ski Melillo","Browns","144","552","589","133","109","19","3","2","54","55","28","27","4","6",".241",".279",".297",".576","-1.9","1008748"
"1997","Mike Bordick","Orioles","153","509","560","120","93","19","1","7","55","46","33","66","0","2",".236",".283",".318",".601","1.1","129"
"1991","Dick Schofield","Angels","134","427","487","96","84","9","3","0","44","31","50","69","8","4",".225",".310",".260",".570","0.1","1011602"
"1966","Buck Rodgers","Angels","133","454","491","107","77","20","3","7","45","48","29","57","3","4",".236",".281",".339",".620","1.4","1011098"
"2004","Desi Relaford","Royals","114","380","430","84","64","14","0","6","45","34","34","56","5","4",".221",".296",".305",".601","-1.0","1096"
"2018","Adam Engel","White Sox","143","429","463","101","74","17","4","6","49","29","18","129","16","8",".235",".279",".336",".614","0.2","15082"
